Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
167,PB2016A00167,Authorized Agent,1260 Astor Street Building Corporation,1260,N,Astor,ST,13,17-03-109-017-0000,,,08/08/2016,41.9057055009,-87.6274330742,"(41.9057055008613, -87.62743307417152)"
2204,PB2018A02204,Property Manager,,1304,W,Ohio,ST,7,17-08-119-021-0000,,04/02/2018,04/02/2018,41.8926294584,-87.6597540176,"(41.892629458443004, -87.65975401755938)"
113,PB2016A00113,Authorized Agent,Northfield Place Condominium Assoc,1600,N,Marshfield,AVE,16,14-31-430-049-1001-1036,,,07/29/2016,41.910701965,-87.6690611366,"(41.9107019649602, -87.66906113659977)"
933,PB2017A00933,President,Altged Court Condo,1300,W,Altgeld,ST,44,14-29-315-097-1001-1101,11/28/2016,,11/28/2016,41.9271844026,-87.6606611636,"(41.927184402627866, -87.66066116358519)"
1212,PB2017A01212,authorized agent,757 Orleans Condo Assoc,757,N,Orleans,ST,198,17-09-201-018-1001-1198,,03/03/2017,03/03/2017,41.8965031108,-87.6370235709,"(41.89650311075949, -87.63702357094722)"
249,PB2016A00249,Authorized Agent,1414 N Wells Condominium Assoc,1414,N,Wells,ST,50,17-04-203-151-1001-1110,,05/06/1994,08/02/2016,41.9080999142,-87.6347637618,"(41.90809991422898, -87.63476376180397)"
2013,PB2017A02013,President,1437 North Park Condo Association,1437,N,North Park,AVE,3,"17-04-202-097-1001, 17-04-202-097-1002, 317-04-202-097-1003",,10/13/2017,10/13/2017,41.9086583269,-87.6364405251,"(41.90865832691018, -87.6364405251322)"
426,PB2016A00426,Registered Agent,Wrightwood Place Condominium Assoc,516-522,W,Wrightwood,AVE,19,14-28-308-021-0000,,,08/15/2016,41.9305629421,-87.6421362986,"(41.93056294208, -87.64213629861189)"
2125,PB2018A02125,Community Manager,,1350,N,Wells,ST,292,17-04-213-009-0000,,02/01/2018,02/01/2018,41.9071764304,-87.6347378392,"(41.90717643035266, -87.634737839168)"
251,PB2016A00251,Authorized Agent,400 N La Salle Condominium Assoc,400,N,La Salle,DR,448,17-09-259-022-1001-1453,,,08/15/2016,41.8892253716,-87.632674115,"(41.88922537162015, -87.63267411498495)"
246,PB2016A00246,Authorized Agent,One East Scott Condominium Assoc,1,E,Scott,ST,240,17-03-112-033-1001-1239,,,08/16/2016,41.9047461496,-87.6286251676,"(41.904746149557816, -87.62862516757168)"
2997,PB2019A02997,manager,,9155,S,laflin,ST,8,25-05-302-020-0000,,10/30/2019,10/30/2019,41.7269249486,-87.6602315361,"(41.726924948620564, -87.660231536093)"
3383,PB2024A03383,Property Manager,6653 W. 63rd Street Condominium Association,6653,W,63RD,ST,9,19-19-201-068-1001,,09/25/2024,09/25/2024,41.7774583518,-87.7882927743,"(41.77745835180786, -87.78829277432155)"
273,PB2016A00273,Manager,One River Place Condominium Assoc,758,N,Larrabee,ST,241,17-09-113-012-1001,,,08/18/2016,41.8964710726,-87.6430892908,"(41.89647107263033, -87.64308929080951)"
543,PB2016A00543,Authorized Agent,"RTS Properties LLC, 2017 N Kostner Series",2017-2023,N,Kostner,AVE,10,13-34-226-001-0000,,,08/31/2016,41.9175658186,-87.7361961884,"(41.91756581858653, -87.73619618843551)"
3196,PB2021A03196,Owner,,2523-2527,W,Lawrence,AVE,30,13-13-205-001-0000,,11/03/2021,11/03/2021,41.9684733308,-87.6922726444,"(41.96847333077661, -87.69227264440283)"
2022,PB2017A02022,"Lakeview Associates, Inc. (property manager)",,2256,N,Cleveland,AVE,62,14-33-111-027-0000,,10/20/2017,10/20/2017,41.9236283205,-87.6415674584,"(41.92362832045483, -87.64156745843785)"
1572,PB2017A01572,authorized agent,North Town Village Condo Assoc,755,W,Evergreen,AVE,145,17-04-113-100-1107,,08/10/2017,08/10/2017,41.9062698272,-87.6479033881,"(41.90626982717719, -87.64790338812286)"
3070,PB2020A03070,Managing Agent,Lincoln Park Villas Condominium Association,1920,N,Clark,ST,43,14-33-404-026-0000,,04/09/2020,04/09/2020,41.9171965502,-87.6354894335,"(41.917196550207095, -87.63548943346167)"
1448,PB2017A01448,PROPERTY MANAGER,,216,N,MAY,ST,16,17-08-419-005-0000,,07/20/2017,07/20/2017,41.8861019671,-87.6558044294,"(41.886101967102235, -87.6558044293935)"
608,PB2016A00608,Authorized Agent,Chelsea Townhomes,1117 #13,W,Monroe,ST,1,17-17-210-084-0000,,,09/22/2016,41.8802470942,-87.6553839969,"(41.880247094162456, -87.6553839968631)"
874,PB2017A00874,Authorized Agent,Sheridan Lakeside Condo Assoc,6249-6259,N,Sheridan,RD,58,14-05-207-009-1001-1058,,,08/25/2016,41.9960516624,-87.6554226018,"(41.99605166244496, -87.65542260177135)"
2646,PB2019A02646,Manager,,3301,W,Belden,AVE,12,13-35-215-033-0000,,10/01/2019,10/01/2019,41.9227420467,-87.7104999359,"(41.922742046728885, -87.71049993593357)"
397,PB2016A00397,Authorized Agent,4880 N Marine Drive Condominium Assoc,4880,N,Marine,DR,119,14-08-417-050-1001-1119,,08/25/2016,08/26/2016,41.9714493248,-87.6505060344,"(41.97144932484851, -87.65050603437774)"
1514,PB2017A01514,Registered Agent,,2803,N,WOLCOTT,AVE,999,99999999999999,,08/10/2017,08/10/2017,41.9324317872,-87.6755278307,"(41.93243178717731, -87.67552783069426)"
17,PB2016A00017,Authorized Agent,Hampden Park East Condo Assoc.,2600,N,Hampden,CT,64,14-28-318-056-0000,,08/09/2005,07/19/2016,41.9292686363,-87.640810599,"(41.929268636325595, -87.64081059903047)"
966,PB2017A00966,Registered Agent,Lake Shore Toers Cooperative Building Corp,3920,N,Lake Shore,DR,29,14-21-101-016-0000,08/08/2016,,08/19/2016,41.9536228541,-87.6452129862,"(41.953622854070325, -87.6452129862204)"
1331,PB2017A01331,authorized agent,Greenview Lofts,2343,N,Greenview,AVE,26,14-32-102-044-0000,10/01/1986,04/28/2017,04/28/2017,41.9246510599,-87.6656313936,"(41.924651059876226, -87.66563139357719)"
2189,PB2018A02189,Owner,,3455-3459,N,Marshfield,AVE,6,14-19-417-001-0000,,03/23/2018,03/23/2018,41.9449476293,-87.6698792428,"(41.94494762934131, -87.66987924280309)"
1338,PB2017A01338,authorized agent,Residences at River Bend,333,N,Canal,ST,149,17-09-306-032-1001,,05/05/2017,05/05/2017,41.887872174,-87.6398061805,"(41.88787217395454, -87.63980618050175)"
2834,PB2019A02834,Manager,,6800-6810,S,Jeffery,BLVD,40,20-24-315-018-0000,,10/02/2019,10/02/2019,41.7715353798,-87.5765919826,"(41.77153537982985, -87.57659198264632)"
1952,PB2017A01952,Registered Agent,,451,W,Melrose,ST,64,1421314015,,09/19/2017,09/19/2017,41.9410686153,-87.6414983939,"(41.94106861527624, -87.64149839394454)"
242,PB2016A00242,Authorized Agent,Fulton House Condominium Assoc,345,N,Canal,ST,104,17-09-306-011-1001-1116,,07/25/2016,08/16/2016,41.8881658196,-87.6398148129,"(41.888165819563646, -87.63981481294968)"
377,PB2016A00377,President,Lill on the Park Condominium Assoc,1041-1055,W,Lill,AVE,8,14-29-418-041-0000 thru          14-29-418-048-0000,,,08/04/2016,41.9279631047,-87.6553237127,"(41.92796310468983, -87.65532371274053)"
1755,PB2017A01755,authorized agent,Hawthorne Court Townhome Condo Assoc,1148-1156,W,School,ST,80,14-20-414-019-0000,,08/16/2017,08/16/2017,41.9417838913,-87.6585442488,"(41.94178389127564, -87.65854424878927)"
871,PB2017A00871,Owner,Lawndale Apartments,1501,S,Kedzie,AVE,,16-24-105-001-0000,,,08/29/2016,41.8612861621,-87.7053752116,"(41.861286162147046, -87.70537521156099)"
2338,PB2018A02338,Owner,,734,W,Sheridan,RD,100,14-21-100-012-0000,,07/09/2018,07/09/2018,41.9528696876,-87.6493401794,"(41.95286968761728, -87.64934017938488)"
590,PB2016A00590,Authorized Agent,100 E Walton Condominium Assoc,100,E,Walton,ST,249,17-03-207-061-1001-1236,,,09/30/2016,41.9000966252,-87.6253593407,"(41.90009662517738, -87.62535934070077)"
1077,PB2017A01077,Registered Agent,,6104,S,Woodlawn,AVE,94,20-14-312-010-0000,,02/03/2017,02/03/2017,41.7839604833,-87.5964297216,"(41.78396048325076, -87.59642972163381)"
2748,PB2019A02748,MANAGER,,1119,W,17th,ST,6,17-20-401-027-0000,,10/02/2019,10/02/2019,41.8587809256,-87.6542085046,"(41.85878092562721, -87.65420850458277)"
289,PB2016A00289,Property Manager,4115 S Drexel Condominium Assoc,4115,S,Drexel,BLVD,7,17-34-313-013-0000,,,08/03/2016,41.8195470023,-87.6042148656,"(41.81954700232846, -87.60421486561778)"
1695,PB2017A01695,Authorized Agent,Buena Vista Condos,1003-1021,W,Buena,AVE,40,14174040611073,,08/11/2017,08/11/2017,41.9583173089,-87.6548115608,"(41.958317308876985, -87.65481156079183)"
3368,PB2024A03368,Property Manager,5516 W. higgins Condominium Association,5516,W,HIGGINS,AVE,11,13-09-317-035-1001,,09/25/2024,09/25/2024,41.9699354715,-87.7656860422,"(41.969935471478585, -87.76568604220186)"
70,PB2016A00070,Authorized Agent,Stonegate Harbor Condos,436,W,Belmont,AVE,16,14-21-314-059-1001-1040,,05/15/1998,07/22/2016,41.9402027807,-87.6411902173,"(41.94020278074946, -87.64119021726913)"
2648,PB2019A02648,Manager,,3501,W,Fullerton,AVE,9,13-35-201-011-0000,,10/01/2019,10/01/2019,41.9245341658,-87.7137768714,"(41.92453416582817, -87.71377687135791)"
342,PB2016A00342,Property Manager,881 N. La Salle Condominium Assoc,881,N,La Salle,DR,4,17-04-440-031-1001-1004,,,08/03/2016,41.8989474936,-87.6326298944,"(41.898947493620696, -87.63262989438945)"
2401,PB2018A02401,Chief Financial Officer,,2932-2942,N,Clark,ST,25,14-28-110-015-0000,,10/12/2018,10/12/2018,41.9356556596,-87.6473714806,"(41.9356556595917, -87.64737148062177)"
3405,PB2024A03405,Property Manager,4841-39 N. Central Avenue Condominium Association,4839-4841,N,CENTRAL,AVE,12,13-09-328-067-0000,,11/27/2024,11/27/2024,41.9689426793,-87.7673662914,"(41.968942679306004, -87.76736629140784)"
2973,PB2019A02973,property manager,,1659,W,huron,ST,9,17-07-211-001-0000,,10/30/2019,10/30/2019,41.8941100102,-87.6695439128,"(41.89411001017249, -87.66954391278715)"
22,PB2016A00022,Authorized Agent,740 Fulton Condominium Assoc,740,W,Fulton Market,,132,17-09-307-012-1001-1163,,03/13/2007,07/25/2016,41.8869071747,-87.6474583072,"(41.88690717466177, -87.64745830719184)"
2211,PB2018A02211,Property Manager,,1513,W,Addison,ST,5,14-20-301-005-0000,,04/03/2018,04/03/2018,41.9469102266,-87.6670006707,"(41.94691022661695, -87.66700067065446)"
1373,PB2017A01373,General Manager,,555,W,Madison,ST,2346,17-16-101-022-0000 thru 17-16-102-029-0000,,06/12/2017,06/12/2017,41.8817375162,-87.6418080251,"(41.88173751621169, -87.6418080251031)"
3188,PB2021A03188,Owner,,6040,N,Sheridan,RD,60,14-05-214-027-0000,,11/03/2021,11/03/2021,41.9921323097,-87.6555980265,"(41.99213230967013, -87.65559802649545)"
2806,PB2019A02806,Manager,,7008,W,Medill,AVE,10,13-31-102-025-1004,,10/02/2019,10/02/2019,41.9224448217,-87.8011240276,"(41.922444821723346, -87.80112402757977)"
2869,PB2019A02869,MANAGER,,7955-7959,S,PAULINA,ST,15,20-31-206-021-0000,,10/02/2019,10/02/2019,41.7487085976,-87.6656784546,"(41.748708597602125, -87.66567845458263)"
783,PB2016A00783,Board President,1761-63 N. Sedgwick Condo Assoc,1761-1763,N,Sedgwick,ST,6,14-33-412-042-1001-1006,10/12/2016,,10/26/2016,41.9145752757,-87.6385528281,"(41.91457527569063, -87.63855282808316)"
1858,PB2017A01858,Property Manager,,445,E,Ohio,ST,567,"17-10-211-029-8013, 17-10-211-029-8021",,09/07/2017,09/07/2017,41.8925591585,-87.6160588808,"(41.89255915853085, -87.61605888078522)"
804,PB2016A00804,Authorized Agent,Casablanca on Michigan Condos,70,E,18th,ST,17,17-22-301-062-1001-1017,,,11/07/2016,41.857981559,-87.6244169842,"(41.85798155904948, -87.62441698421088)"
365,PB2016A00365,Authorized Agent,601-609 West Belden Condominium Assoc,601-609,W,Belden,AVE,16,14-33-110-044-1001-1016,,01/03/1989,08/22/2016,41.9235931429,-87.6439647811,"(41.92359314290024, -87.64396478110321)"
2391,PB2018A02391,Chief Financial Officer,,650-652,W,Waveland,AVE,14,14-21-106-011-0000,,10/10/2018,10/10/2018,41.9499260915,-87.6464691705,"(41.94992609150998, -87.64646917046505)"
491,PB2016A00491,Board President,Chandler Condominium Assoc,450,E,Waterside,DR,300,17-10-400-043-1001-1642,,07/12/2016,08/22/2016,41.8870543355,-87.6154686499,"(41.88705433554247, -87.61546864991557)"
1178,PB2017A01178,Vice President,,3130,N,Lake Shore,DR,297,"14-28-201-017-0000, 14-28-201-018-0000",,03/03/2017,03/03/2017,41.9385793243,-87.6379031309,"(41.93857932428354, -87.63790313086152)"
1209,PB2017A01209,Property Manager,,1640,E,50th,ST,64,20-12-103-010-1001-1063,,03/03/2017,03/03/2017,41.8044897683,-87.5847397706,"(41.8044897683403, -87.58473977061743)"
9,PB2016A00009,Board President,175 East Delaware Place Homeowners Assoc.,175,E,Delaware,PL,703,17-03-220-020-1001-1703,,07/18/2016,07/19/2016,41.8991173969,-87.6229556659,"(41.89911739691144, -87.6229556659062)"
3258,PB2022A03258,Community Association Manager,1340 Dearborn Condominium Association,1340,N,Dearborn,ST,75,17-04-217-068-1001  / 17-04-217-068-1125,10/18/1996,10/07/2022,10/07/2022,41.9069498533,-87.6302246347,"(41.906949853332954, -87.63022463466737)"
2842,PB2019A02842,Manager,,7217-7231,S,Phillips,AVE,24,21-30-105-013-0000,,10/02/2019,10/02/2019,41.763982478,-87.5654044556,"(41.763982477954336, -87.56540445558825)"
1272,PB2017A01272,Registered Agent,,1957-1959,W,Chicago,AVE,8,17-07-200-001-0000,,03/27/2017,03/27/2017,41.8958046594,-87.6769090289,"(41.895804659381085, -87.67690902890348)"
1458,PB2017A01458,PROPERTY MANAGER,,1935,N,SHEFFIELD,AVE,5,14-32-407-015-0000,,07/20/2017,07/20/2017,41.9169844039,-87.6531841374,"(41.91698440385889, -87.65318413743834)"
316,PB2016A00316,Property Manager,Gregory Court Condominium Assoc,8415-8425,W,Gregory,ST,36,12-11-122-008-1001-1036,,,08/03/2016,41.9800894228,-87.8376361391,"(41.9800894227896, -87.83763613907813)"
1144,PB2017A01144,property manager,Fullerton-Geneva Condo Assoc,601-607,W,Fullerton,PKWY,19,14-33-102-039-1001-1019,07/18/2016,02/23/2017,02/23/2017,41.9254206277,-87.6440448645,"(41.925420627701186, -87.64404486451686)"
516,PB2016A00516,Authorized Agent,River North Commons Condominium Assoc,520,W,Huron,ST,198,17-09-118-015-1001-1425,,,09/07/2016,41.8948001363,-87.6422756702,"(41.894800136348785, -87.64227567019691)"
925,PB2017A00925,Authorized Agent,Coliseun Park Condo Assoc,1440,S,Wabash,AVE,39,17-22-106-114-0000 and 17-22-106-115-0000,,,12/15/2016,41.8629317222,-87.6258756702,"(41.862931722246444, -87.62587567022824)"
1800,PB2017A01800,Owner,,4016-4022,W,palmer,ST,8,13-34-216-020-0000,,08/24/2017,08/24/2017,41.9209262111,-87.7274026309,"(41.920926211076456, -87.72740263088365)"
1691,PB2017A01691,AUTHORIZED AGENT,WOODLANDS OF BRONZEVILLE CONDOMINIUM ASSOCIATION,637,E,WOODLAND PARK,,240,17-34-219-150-0000,,08/11/2017,08/11/2017,41.831995499,-87.6099066398,"(41.831995499021204, -87.60990663981792)"
321,PB2016A00321,Property Manager,Dover Leland Condominium Assoc,4649-4651,N,Dover,ST,19,14-17-108-025-1001-1019,,,08/03/2016,41.9667464264,-87.6655889626,"(41.966746426427314, -87.66558896263403)"
768,PB2016A00768,Registered Agent,Hampden Court Condo Assoc,2743-2749,N,Hampden,CT,24,14-28-309-032-0000,,,10/18/2016,41.9320058038,-87.6420946543,"(41.93200580376409, -87.64209465429566)"
515,PB2016A00515,President,Legacy at Millennium Condominium Assoc,60,E,Monroe,ST,355,17-15-101-004-0000,,09/25/2009,07/29/2016,41.880910681,-87.6255091057,"(41.88091068103145, -87.62550910573044)"
130,PB2016A00130,President,1901 N Cleveland Condominium Assoc,1901,N,Cleveland,AVE,5,14-33-306-050-1001-1005,,,08/02/2016,41.9165683004,-87.6410465501,"(41.916568300388654, -87.64104655010814)"
1971,PB2017A01971,Registered Agent,,649-657,W,Oakdale,AVE,34,1428116001,,09/20/2017,09/20/2017,41.9354421261,-87.646201172,"(41.935442126058106, -87.64620117204231)"
1268,PB2017A01268,Registered Agent,,703,W,Willow,ST,16,14-33-314-009-0000,,03/27/2017,03/27/2017,41.9137537742,-87.6460934692,"(41.91375377422639, -87.6460934692168)"
1555,PB2017A01555,authorized agent,North Town Village Condo Assoc,706-710,W,Evergreen,AVE,145,17-04-113-100-1064-1066,,08/10/2017,08/10/2017,41.9064772139,-87.6461829962,"(41.90647721392078, -87.64618299624459)"
1666,PB2017A01666,authorized agent,Block X Condo Assoc,27,N,Racine,AVE,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.8824833928,-87.656569198,"(41.882483392807664, -87.65656919796216)"
1865,PB2017A01865,authorized agent,,9001,S,Oakley,AVE,1,25-06-117-001-0000,,09/11/2017,09/11/2017,41.7300041956,-87.6797528421,"(41.730004195640014, -87.67975284211488)"
761,PB2016A00761,President,Park 1500 Condo Lofts,1500,W,Monroe,ST,326,17-17-101-045-1001 & 17-17-101-045-1671,08/10/2016,,10/03/2016,41.8803167405,-87.6645103395,"(41.8803167405322, -87.66451033949646)"
3029,PB2019A03029,Property Manager,Appleville Owners Association,501,W,24th,PL,132,17-28-118-002-0000,09/23/2019,12/03/2019,12/03/2019,41.8480268551,-87.6401028122,"(41.848026855051344, -87.64010281222166)"
3173,PB2021A03173,Owner,,5044-5054,N,Sheridan,RD,145,14-08-406-011-0000,,11/03/2021,11/03/2021,41.9746766152,-87.6551125099,"(41.97467661516943, -87.65511250991764)"
2762,PB2019A02762,MANAGER,,1134,W,BARRY,AVE,6,14-29-200-038-0000,,10/02/2019,10/02/2019,41.9381435754,-87.6578372452,"(41.938143575411424, -87.65783724519305)"
2573,PB2019A02573,Registered Agent,,8422,W,GREGORY,ST,6,12-11-111-030-0000,,09/06/2019,09/06/2019,41.9803051292,-87.8378920657,"(41.98030512915486, -87.83789206569406)"
1730,PB2017A01730,Owner,,642,N,Noble,ST,8,17-08-113-030-0000,,08/14/2017,08/14/2017,41.8937329311,-87.6624848911,"(41.89373293108779, -87.66248489109182)"
3181,PB2021A03181,Owner,,4806-4812,N,Winchester,AVE,19,14-07-419-029-0000,,11/03/2021,11/03/2021,41.9690338523,-87.6778508009,"(41.96903385226677, -87.67785080086458)"
2334,PB2018A02334,Owner,,558,W,Webster,AVE,75,14-33-112-040-0000,,06/19/2018,06/19/2018,41.9219994605,-87.6436690777,"(41.92199946048264, -87.64366907774536)"
2670,PB2019A02670,Manager,,2257,N,lakewood,AVE,25,14-32-112-048-0000,,10/02/2019,10/02/2019,41.9233037037,-87.6606754926,"(41.92330370370653, -87.66067549258852)"
1712,PB2017A01712,Registered Agent,,1920-1922,W,Norwood,ST,71,14-06-219-013-0000,,08/11/2017,08/11/2017,41.9920262437,-87.6780488354,"(41.99202624371375, -87.67804883540364)"
658,PB2016A00658,Authorized Agent,Chelsea Townhomes,111,S,Racine,AVE,1,17-17-210-034-0000,,,09/22/2016,41.8799671196,-87.6569415646,"(41.8799671195508, -87.656941564647)"
1653,PB2017A01653,authorized agent,Block X Condo Assoc,16,N,May,ST,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.8821302629,-87.6556855123,"(41.882130262906095, -87.65568551227385)"
234,PB2016A00234,Property Manager,5040-60 N Marine Drive Condominium Assoc,5044,N,Marine,DR,31,14-08-407-022-1031-1061,,,08/09/2016,41.9746998638,-87.6516543505,"(41.97469986384238, -87.6516543505201)"
3225,PB2022A03225,GNP Management Group,,321,S,Sangamon,ST,70,17-17-226-017-1001,,04/05/2022,04/05/2022,41.8772266369,-87.6505759836,"(41.877226636920184, -87.65057598358581)"
2502,PB2019A02502,Lavinia Shimkus,,3723-3725,W,Eastwood,AVE,7,13141110300000,,03/28/2019,03/28/2019,41.9654688822,-87.7216922519,"(41.96546888220734, -87.72169225186659)"
36,PB2016A00036,Property Manager,Park Monroe Condominium Homes,65,E,Chicago,AVE,216,17-15-103-034-1001-1398,,12/29/2008,07/26/2016,41.8966017984,-87.6256743606,"(41.89660179843645, -87.62567436056554)"
974,PB2017A00974,Authorized Agent,Bella Vita Condo Assoc,1707-1709,W,Greenleaf,AVE,32,11-31-212-018-1001-1032,08/15/2005,,01/16/2017,42.0101209332,-87.6725965016,"(42.01012093321143, -87.67259650161638)"
307,PB2016A00307,Property Manager,Silver Coast Citadel Condominium Assoc,7201-7219,S,Yates,BLVD,98,21-30-104-042-1001-1098,,,08/03/2016,41.764345064,-87.5663393098,"(41.764345063951104, -87.56633930979187)"
695,PB2016A00695,Registered Agent,Diversey I LLC,2781,N,Lincoln,AVE,40,14-29-400-001-0000,10/05/2016,,10/06/2016,41.9324704065,-87.6583754233,"(41.93247040653457, -87.65837542333888)"
3015,PB2019A03015,Property Manager,,2119,N,Richmond,ST,23,13-36-118-001-0000,,11/27/2019,11/27/2019,41.9201901986,-87.6999303982,"(41.920190198613014, -87.69993039822954)"
2863,PB2019A02863,MANAGER,,2923-2925,N,LONG,AVE,6,13281220010000,,10/02/2019,10/02/2019,41.9338589682,-87.7612776771,"(41.93385896816764, -87.7612776770979)"
232,PB2016A00232,Property Manager,5040-60 N Marine Drive Condominium Assoc,5052,N,Marine,DR,30,14-08-407-022-1107-1136,,,08/09/2016,41.974920793,-87.6517358589,"(41.974920792956645, -87.65173585885849)"
532,PB2016A00532,Manager,The Streeter,345,E,Ohio,ST,481,17-10-210-021-0000,,,09/15/2016,41.8925183008,-87.6185024269,"(41.89251830082217, -87.61850242693725)"
893,PB2017A00893,Authorized Agent,Union Lofts CA,3500,S,Sangamon,ST,80,17-32-402-023-0000,,,08/08/2016,41.8306538303,-87.6494972607,"(41.8306538302892, -87.64949726072523)"
1269,PB2017A01269,Registered Agent,,2948-2958,N,Seeley,AVE,26,14-30-120-031-0000,,03/27/2017,03/27/2017,41.9355395226,-87.6795927775,"(41.935539522639374, -87.67959277748895)"
3048,PB2020A03048,Property Manager,Southport Row Condominium Association,3539-3543,N,Southport,AVE,12,14-20-304-027-1001 to 1016,12/10/2019,01/22/2020,01/22/2020,41.9463830691,-87.6638503433,"(41.94638306908413, -87.6638503432605)"
